pareçiere	pareciere
mucho	mucho
de	de
que	que
me	me
diges	digas
que	que
yo	yo
me	me
dibierto	divierto
y	y
me	me
entretengo	entretengo
en	en
esta	esta
tierra	tierra
y	y
te	te
engañas	engañas
porque	porque
por	por
dios	dios
y	y
a	a
esta	esta
que	que
no	no
tengo	tengo
otro	otro
cuydado	cuidado
mas	más
que	que
de	de
estar	estar
contigo	contigo
mi	mi
alma	alma
y	y
bida	vida
que	que
te	te
prometo	prometo
soy	soy
un	un
cartugo	cartujo
y	y
guardo	guardo
labor	labor
y	y
religion	religión
alle	halle
esta	ésta
a	a
vmd	vm
con	con
tanta	tanta
salud	salud
y	y
contento	contento
como	como
este	este
su	su
criado	criado
y	y
amigo	amigo
de	de
vmd	vm
le	le
desea	desea
yo	yo
i	y
mis	mis
conpañeros	compañeros
quedamos	quedamos
con	con
ella	ella
para	para
lo	lo
que	que
vmd	vm
nos	nos
quisiere	quisiere
mandar	mandar
em	en
su	su
servicio	servicio
i	y
io	yo
particularmente	particularmente
con	con
tantas	tantas
obligaciones	obligaciones
como	como
tengo	tengo
aunque	aunque
berdad	verdad
que	que
io	yo
quede	quedé
de	de
huna	una
pierna	pierna
algo	algo
malo	malo
por	por
ocasion	ocasión
de	de
aber	haber
benido	venido
a	a
pie	pie
porque	porque
la	la
mula	mula
de	de
arrand	arrand
no	no
me	me
la	la
quiso	quiso
dar	dar
el	el
dueno	dueño
por	por
tensela	tiénesela
el	el
corregidor	corregidor
enbargada	embargada
quando	cuando
vmd	vm
quisiere	quisiere
escribir	escribir
en	en
casa	casa
de	de
esteban	esteban
camino	camino
posamos	posamos
detras	detrás
de	de
san	san
franco	francisco
junto	junto
a	a
la	la
trinidad	trinidad
recado	recado
a	a
mi	mi
padre	padre
madre	madre
tios	tíos
hi	y
ermanos	hermanos
me	me
dara	dará
un	un
recado	recado
de	de
ca	ca
quedo	quedo
con	con
salud	salud
i	y
de	de
lo	lo
que	que
v	vuestra
md	merced
queda	queda
encargado	encargado
me	me
ara	hará
grandisima	grandísima
merçed	merced
de	de
cuidar	cuidar
i	y
abisarme	avisarme
de	de
lo	lo
que	que
hubiere	hubiere
a	a
maria	maría
encargara	encargará
que	que
no	no
se	se
afliga	aflija
que	que
io	yo
lo	lo
are	haré
lo	lo
megor	mejor
que	que
pudiere	pudiere
i	y
con	con
esto	esto
vmd	vm
me	me
ara	hará
md	merced
a	a
quien	quien
dios	dios
nuestro	nuestro
señor	señor
mui	muy
largos	largos
me	me
guarde	guarde
de	de
alcala	alcalá
de	de
henares	henares
a	a
28	28
de	de
otubre	octubre
de	de
1627	1627
anñosfranco	añosfrancisco
cantosamigo	cantosamigo
de	de
vmd	vm
gde	guarde
dyos	dios
a	a
vm	vm
myl	mil
años	años
q	que
tanta	tanta
mrd	merced
me	me
a	ha
echo	hecho
con	con
sus	sus
dos	dos
cartas	cartas
q	que
es	es
la	la
q	que
yo	yo
syenpre	siempre
fy	fie
de	de
la	la
q	que
vm	vm
me	me
a	ha
echo	hecho
y	y
creeme	creedme
de	de
beras	veras
como	como
lo	lo
bera	verá
q	que
muy	muy
presto	presto
le	le
tengo	tengo
de	de
pagar	pagar
los	los
cuatro	cuatro
myl	mil
ducados	ducados
con	con
el	el
fabor	favor
de	de
dyos	dios
dygame	dígame
vm	vm
sy	si
tomara	tomará
en	en
po	pedro
de	de
mendosa	mendoza
los	los
seys	seis
myl	mil
a	a
mes	mes
y	y
medyo	medio
bysta	vista
la	la
letra	letra
porq	porque
sy	si
no	no
es	es
menester	menester
q	que
vm	vm
enbye	envíe
aquy	aquí
poder	poder
pa	para
q	que
los	los
puedan	puedan
rrezyvyr	recibir
y	y
chanseremos	chanseremos
la	la
escrytura	escritura
y	y
yo	yo
me	me
oblyge	obligue
y	y
my	mi
mayordomo	mayordomo
de	de
mys	mis
lugares	lugares
de	de
pagar	pagar
los	los
sentesyentos	setecientos
ducados	ducados
cada	cada
año	año
con	con
mucha	mucha
puntuarydad	puntualidad
y	y
buelbo	vuelvo
a	a
dezyr	decir
a	a
vm	vm
q	que
syn	sin
duda	duda
le	le
pagare	pagaré
mucho	mucho
antes	antes
y	y
q	que
esta	esta
mrd	merced
a	ha
sydo	sido
muy	muy
conforme	conforme
a	a
las	las
rrezyvydas	recibidas
oy	hoy
a	ha
sydo	sido
dya	día
de	de
manera	manera
q	que
no	no
se	se
le	le
a	ha
podydo	podido
dar	dar
la	la
carta	carta
al	al
conde	conde
porq	porque
a	ha
casado	casado
el	el
marques	marqués
de	de
pos	pos
a	a
su	su
hyja	hija
y	y
a	ha
grande	grande
fyesta	fiesta
yo	yo
tengo	tengo
escryto	escrito
un	un
papel	papel
al	al
conde	conde
muy	muy
conforme	conforme
al	al
q	que
vm	vm
me	me
escryve	escribe
q	que
muy	muy
byen	bien
lo	lo
e	he
ntendydo	entendido
y	y
la	la
carta	carta
le	le
enbyo	envío
an	han
sydo	sido
en	en
gran	gran
sastyfaçyon	satisfacción
d	de
el	él
por	por
la	la
rrespuesta	respuesta
bera	verá
vm	vm
cuan	cuán
byen	bien
l	le
e	he
entendydo	entendido
y	y
como	cómo
e	he
asertado	acertado
a	a
servyrle	servirle
la	la
rrespuesta	respuesta
d	de
el	él
y	y
de	de
su	su
carta	carta
de	de
vm	vm
enbyare	enviaré
syn	sin
falta	falta
el	el
martes	martes
q	que
byene	viene
y	y
escryvyre	escribiré
largo	largo
a	a
vm	vm
q	que
oy	hoy
no	no
me	me
an	han
dejado	dejado
besytas	visitas
y	y
de	de
todo	todo
escryvyre	escribiré
a	a
vm	vm
lo	lo
q	que
uvyere	hubiere
dyos	dios
ayude	ayude
a	a
esos	esos
señores	señores
y	y
a	ha
sydo	sido
tantos	tantos
anq	aunque
gde	guarde
como	como
se	se
lo	lo
deseo	deseo
y	y
a	a
su	su
hrno	hermano
cuyas	cuyas
ms	manos
beso	beso
y	y
estos	estos
nyños	niños
las	las
de	de
vm	vm
gaspar	gaspar
a	ha
ndado	andado
malysymo	malísimo
de	de
rromadyso	romadizo
y	y
le	le
e	he
tenydo	tenido
en	en
la	la
cama	cama
todo	todo
es	es
trabajo	trabajo
y	y
por	por
rremytyrme	remitirme
al	al
ordynaryo	ordinario
q	que
byene	viene
no	no
mas	más
de	de
que	que
dyos	dios
gde	guarde
a	a
vm	vm
como	como
deseo	deseo
de	de
balladolyd	valladolid
a	a
syete	siete
de	de
enerola	enerola
condessa	condesa
de	de
byllalonso	villalonso
señor	señor
miola	míola
de	de
vm	vm
he	he
reçevido	recibido
con	con
mucho	mucho
gusto	gusto
de	de
ver	ver
en	en
goça	goza
salud	salud
yo	yo
la	la
tengo	tengo
siempre	siempre
para	para
servir	servir
a	a
vm	vm
en	en
todo	todo
lo	lo
q	que
se	se
le	le
ofreciere	ofreciere
q	que
sin	sin
revozo	revozo
alguno	alguno
para	para
vm	vm
en	en
mi	mi
pecho	pecho
no	no
le	le
puede	puede
aber	haber
boi	voy
al	al
caso	caso
de	de
lo	lo
que	que
vm	vm
me	me
diçe	dice
acerca	acerca
de	de
que	que
an	han
escrito	escrito
de	de
parte	parte
de	de
persona	persona
prinsipal	principal
al	al
dor	doctor
batanero	batanero
pidiendole	pidiéndole
medecinas	medicinas
para	para
una	una
señora	señora
que	que
tiene	tiene
una	una
criatura	criatura
muerta	muerta
en	en
el	el
bientre	vientre
por	por
no	no
aber	haber
hecho	hecho
yo	yo
la	la
deligencia	diligencia
digo	digo
señor	señor
que	que
es	es
falso	falso
que	que
por	por
aca	acá
no	no
suçidido	sucedido
tal	tal
y	y
si	si
a	ha
çucidido	sucedido
abra	habrá
cido	sido
alguna	alguna
fregona	fregona
que	que
estava	estaba
preñada	preñada
injustamente	injustamente
reconosiendo	reconociendo
que	que
de	de
mi	mí
no	no
an	han
de	de
sacar	sacar
cosa	cosa
buena	buena
para	para
su	su
fin	fin
esto	esto
es	es
para	para
abortar	abortar
se	se
abra	habrá
balido	valido
del	del
dor	doctor
batanero	batanero
reconociendo	reconociendo
otra	otra
probabilidad	probabilidad
para	para
poderlo	poderlo
açer	hacer
esta	ésta
es	es
la	la
nobedad	novedad
o	o
puede	puede
ser	ser
y	y
no	no
sera	será
y	y
hagalo	hágalo
por	por
cierto	cierto
el	el
cielo	cielo
me	me
le	le
gde	guarde
los	los
años	años
de	de
mi	mi
deseod	deseo
esta	de
su	esta
cassa	su
de	casa
herncia	de
y	herencia
agosto	y
a	agosto
28	a
de	28
72	de
s	72siervo
de	de
vm	vm
qe	que
s	su
m	mano
bel	besael
dor	doctor
pedro	pedro
beroudor	beroudoctor
don	don
juan	juan
fernandez	fernández
perruca	perruca
rezibo	recibo
su	su
carta	carta
de	de
vm	vm
de	de
29	29
de	de
el	el
pasado	pasado
que	que
me	me
dieron	dieron
cuando	cuando
se	se
abia	había
ydo	ido
el	el
coreo	correo
y	y
beo	veo
a	ha
llegado	llegado
vm	vm
a	a
esa	esa
billa	villa
bueno	bueno
quiera	quiera
nuestro	nuestro
sr	señor
sea	sea
con	con
tan	tan
buena	buena
fortuna	fortuna
como	como
yo	yo
deseo	deseo
que	que
quisiera	quisiera
estubiera	estuviera
en	en
my	mi
mano	mano
para	para
que	que
vm	vm
la	la
lograra	lograra
mui	muy
feliz	feliz
no	no
dudo	dudo
biniendo	viniendo
vm	vm
con	con
la	la
pretension	pretensión
que	que
biene	viene
sera	será
mal	mal
bisto	visto
pero	pero
tiniendo	teniendo
el	el
patrozinio	patrocinio
de	de
my	mi
amygo	amigo
el	el
sr	señor
antonio	antonio
de	de
echemera	echemera
no	no
le	le
queda	queda
que	que
desear	desear
para	para
su	su
buen	buen
azierto	acierto
vm	vm
de	de
my	mi
parte	parte
le	le
diga	diga
no	no
me	me
olbide	olvide
para	para
mandarme	mandarme
pues	pues
sabe	sabe
soi	soy
suio	suyo
yo	yo
quisiera	quisiera
poder	poder
serbir	servir
en	en
algo	algo
a	a
vm	vm
q	que
lo	lo
hiziera	hiciera
a	a
quien	quien
nuestro	nuestro
sr	señor
me	me
ge	guarde
como	como
deseo	deseo
baeza	baeza
maio	mayo
7	7
de	de
1674b	1674besa
l	las
m	manos
de	de
vm	vm
su	su
serbidord	servidordon
joan	juan
escavias	escabías
de	de
carbajalsr	carvajalseñor
d	don
franco	francisco
antonio	antonio
porzel	porcel
sres	señores
gordosel	gordosel
pareserme	parecerme
el	el
ser	ser
cosa	cosa
asertada	acertada
ago	hago
esta	ésta
q	que
vmd	vm
se	se
sirvira	servirá
de	de
remitir	remitir
luego	luego
y	y
en	en
la	la
misma	misma
conformidad	conformidad
escrive	escribe
el	el
amigo	amigo
de	de
pastrana	pastrana
q	que
por	por
juzgar	juzgar
seria	sería
ansi	así
mas	más
asertado	acertado
se	se
lo	lo
encargue	encargué
porq	porque
a	a
algunas	algunas
personas	personas
de	de
madrid	madrid
an	han
apretado	apretado
mucho	mucho
sobre	sobre
este	este
particular	particular
y	y
prinsipal	principal
a	a
una	una
mota	mota
q	que
dios	dios
le	le
libre	libre
y	y
me	me
libre	libre
de	de
su	su
boca	boca
a	a
mi	mí
me	me
an	han
salido	salido
aora	ahora
culpas	culpas
nuebas	nuevas
no	no
se	sé
lo	lo
q	que
aga	haga
en	en
ellas	ellas
vmd	vm
me	me
avise	avise
q	qué
jente	gente
se	se
a	ha
preso	preso
porq	porque
me	me
ynporta	importa
mucho	mucho
ansi	así
en	en
md	madrid
como	como
estremadura	extremadura
o	o
en	en
qualquiera	cualquiera
parte	parte
q	que
vmd	vm
tenga	tenga
notisia	noticia
d	de
ello	ello
ansimismo	asimismo
estoy	estoy
desnudo	desnudo
e	he
menester	menester
un	un
vestido	vestido
se	se
sirvira	servirá
vmd	vm
de	de
enbiarmele	enviármele
de	de
estameña	estameña
y	y
jubon	jubón
y	y
mangas	mangas
de	de
vonvasi	bombasí
doble	doble
q	que
yo	yo
creo	creo
q	que
e	he
de	de
estar	estar
toda	toda
mi	mi
vida	vida
en	en
esta	esta
prision	prisión
y	y
la	la
estameña	estameña
sea	sea
parda	parda
y	y
unas	unas
medias	medias
y	y
si	si
vmd	vm
no	no
lo	lo
a	ha
de	de
remitir	remitir
me	me
avise	avise
para	para
q	que
no	no
lo	lo
pida	pida
en	en
tribunal	tribunal
dios	dios
a	a
vmd	vm
guardecapuchino	guardecapuchino
hermano	hermano
y	y
marido	marido
po	pedro
gõçalezsu	gonzález
carta	su
receby	carta
y	recibí
cõ	y
ella	con
mucho	ella
cõtento	mucho
en	contento
saber	en
de	saber
su	de
salud	su
dios	salud
se	dios
la	se
de	la
como	dé
puede	como
y	puede
como	y
yo	como
se	yo
la	se
deseo	la
y	deseo
cierto	y
me	cierto
holgara	me
mas	holgara
de	más
le	de
ber	le
a	ver
el	a
que	él
no	que
a	no
la	a
carta	la
que	carta
cierto	que
ya	cierto
no	ya
esperaba	no
yo	esperaba
ber	yo
carta	ver
sino	carta
de	sino
le	de
ber	le
a	ver
el	a
que	él
no	que
fuera	no
mucho	fuera
que	mucho
se	que
biniera	se
a	viniera
cabo	a
de	cabo
tanto	de
tienpo	tanto
poque	tiempo
aunque	porque
no	aunque
trajera	no
mas	trajera
de	más
su	de
persona	su
bengase	persona
como	véngase
quiera	como
que	quiera
se	que
allare	se
y	hallare
no	y
repare	no
en	repare
cosa	en
alguna	cosa
mire	alguna
que	mire
d	que
ay	de
a	ahí
dado	ha
escandalo	dado
al	escándalo
pueblo	al
con	pueblo
su	con
tardança	su
que	tardanza
ya	que
no	ya
atribuyen	no
a	atribuyen
bien	a
su	bien
benida	su
y	venida
su	y
estado	su
por	estado
tanto	por
le	tanto
ruego	le
por	ruego
el	por
serbicio	el
de	servicio
dios	de
porque	dios
de	porque
no	de
benir	no
enbiare	venir
por	enviaré
el	por
cõ	él
apremio	con
mire	apremio
que	mire
aca	que
no	acá
tiene	no
falta	tiene
de	falta
hacienda	de
sino	hacienda
mas	sino
bienes	más
que	bienes
dejo	que
sus	dejó
ernos	sus
estan	hermanos
todos	están
buenos	todos
y	buenos
se	y
allaron	se
todos	hallaron
a	todos
escribir	a
esta	escribir
que	ésta
se	que
escribio	se
en	escribió
casa	en
de	casa
esteban	de
gonçalez	esteban
y	gonzález
todos	y
le	todos
ruegan	le
no	ruegan
se	no
descuyde	se
en	descuide
la	en
benida	la
mire	venida
que	mire
de	que
no	de
benir	no
desde	venir
aqui	desde
a	aquí
nabidad	a
no	navidad
haremos	no
cuenta	haremos
de	cuenta
su	de
benida	su
y	venida
de	y
no	de
benir	no
no	venir
dejaran	no
de	dejarán
yr	de
a	ir
le	a
buscar	le
y	buscar
su	y
erno	su
esteban	hermano
gõçalez	esteban
dize	gonzález
que	dice
tiene	que
de	tiene
yr	de
por	ir
alla	por
a	allá
buscar	a
media	buscar
docena	media
de	docena
potros	de
buenos	potros
que	buenos
los	que
tenga	los
ojeados	tenga
y	ojeados
buscados	y
si	buscados
no	si
se	no
biene	se
y	viene
andres	y
gõçalez	andrés
dize	gonzález
a	dice
de	ha
yr	de
a	ir
buscalle	a
tanbien	buscarle
su	también
cuñada	su
beatriz	cuñada
gonçalez	beatriz
se	gonzález
l	se
encomienda	le
y	encomienda
su	y
hija	su
engracia	hija
qu	engracia
es	que
ya	es
muger	ya
heha	mujer
lo	hecha
qu	lo
es	que
los	es
parientes	los
estan	parientes
todos	están
buenos	todos
y	buenos
todos	y
se	todos
l	se
encomiendan	le
y	encomiendan
el	y
señor	el
balcarcel	señor
se	valcárcel
l	se
encomienda	le
y	encomienda
la	y
señora	la
su	señora
muger	su
antoña	mujer
de	antonia
amaya	de
y	amaya
su	y
madre	su
y	madre
el	y
señor	el
gaspar	señor
baroso	gaspar
se	barroso
l	se
encominda	le
y	encomienda
que	y
si	que
no	si
biene	no
le	viene
tiene	le
de	tiene
yr	de
a	ir
buscar	a
antoño	buscar
estebez	antonio
su	estévez
cuñado	su
y	cuñado
su	y
erna	su
gonçalez	hermana
y	gonzález
sus	y
hijos	sus
todos	hijos
estan	todos
buenos	estan
y	buenos
todos	y
se	todos
l	se
encomiendan	le
y	encomiendan
antoño	y
gõçalez	antonio
y	gonzález
su	y
muger	su
todos	mujer
se	todos
l	se
encomiendan	le
y	encomiendan
todos	y
l	todos
encomiendan	le
la	encomiendan
benida	la
sobre	venida
todas	sobre
cosas	todas
y	cosas
no	y
mire	no
otra	mire
cosa	otra
mas	cosa
del	más
serbicio	del
de	servicio
dios	de
y	dios
si	y
esto	si
no	esto
basta	no
baste	basta
la	baste
gracia	la
de	gracia
dios	de
qu	dios
es	que
grande	es
y	grande
con	y
esto	con
no	esto
le	no
digo	le
mas	digo
nro	más
señor	nuestro
le	señor
guarde	le
y	guarde
le	y
traya	le
con	traiga
salud	con
ante	salud
mis	ante
ojos	mis
como	ojos
yo	como
deseo	yo
de	deseo
algoso	de
y	algoso
abril	y
29	abril
de	29
16060	de
as	1606
su	añossu
mugermaria	mujermaría
bazerno	vazhermano
muho	mucho
folgare	holgaré
de	de
os	os
ber	ver
en	en
esta	esta
tiera	tierra
por	por
cuanto	cuanto
no	no
tengo	tengo
erno	hermano
que	que
tanto	tanto
quiera	quiera
como	como
a	a
bos	vos
ni	ni
feho	hecho
a	a
mi	mi
condicion	condición
como	como
bos	vos
si	si
dios	dios
os	os
a	a
ella	ella
trajere	trajere
no	no
serbireis	serviréis
oficio	oficio
bajo	bajo
ninguno	ninguno
como	como
no	no
sus	sus
ernos	hermanos
no	no
tienen	tienen
serbido	servido
ni	ni
de	de
rejidores	regidores
ni	ni
de	de
alcaydes	alcaides
por	por
cuanto	cuanto
antoño	antonio
gõçalez	gonzález
le	le
ube	hube
un	un
prebillego	privilegio
que	que
no	no
pueda	pueda
serbyr	servir
oficio	oficio
ninguno	ninguno
si	si
no	no
fuere	fuere
de	de
los	los
mejores	mejores
de	de
la	la
camara	cámara
andres	andrés
gõçalez	gonzález
fue	fue
almutacen	almotacén
en	en
esta	esta
billa	villa
por	por
dõde	donde
dan	dan
bosados	visados
estan	están
liberados	liberados
de	de
oficios	oficios
macanicos	mecánicos
y	y
asi	así
estareis	estaréis
bos	vos
si	si
os	os
dios	dios
a	a
ella	ella
trajere	trajere
que	que
a	a
mi	mí
me	me
ace	hace
dios	dios
mas	más
mds	mercedes
que	que
yo	yo
mereço	merezco
deseo	deseo
de	de
yr	ir
a	a
ber	ver
esa	esa
tiera	tierra
para	para
benir	venir
en	en
vra	vuestra
conpania	compañía
y	y
tene	ten
por	por
cierto	cierto
a	ha
de	de
ser	ser
asi	así
si	si
la	la
muerte	muerte
no	no
me	me
ataja	ataja
y	y
esto	esto
sera	será
acabado	acabado
de	de
recojer	recoger
el	el
pan	pan
yo	yo
os	os
ruego	ruego
os	os
bengais	vengáis
que	que
teneis	tenéis
muger	mujer
onrada	honrada
y	y
a	ha
mirado	mirado
muho	mucho
por	por
la	la
onra	honra
y	y
es	es
raçon	razón
no	no
la	la
olbideis	olvidéis
mas	más
de	de
lo	lo
olbidado	olvidado
el	el
asiento	asiento
de	de
andres	andrés
antoño	antonio
es	es
mio	mío
y	y
bibo	vivo
en	en
sus	sus
casas	casas
y	y
asi	así
determino	determino
si	si
dios	dios
nos	nos
da	da
bida	vida
que	que
mas	más
de	de
ser	ser
becinos	vecinos
por	por
cuanto	cuanto
tengo	tengo
dado	dado
orden	orden
de	de
conprar	comprar
las	las
casas	casas
donde	donde
bibie	vivíe
su	su
hija	hija
que	que
se	se
dan	dan
en	en
precio	precio
acomodado	acomodado
y	y
es	es
muho	mucho
mehor	mejor
bibienda	vivienda
que	que
la	la
vra	vuestra
con	con
esto	esto
no	no
soy	soy
mas	más
largo	largo
nro	nuestro
señor	señor
os	os
de	dé
la	la
salud	salud
que	que
yo	yo
deseo	deseo
de	de
algoso	algoso
vro	vuestro
erno	hermano
es	es
negosio	negocio
que	que
me	me
da	da
tam	tan
poca	poca
pesadunbre	pesadumbre
qe	que
me	me
rio	río
d	de
elho	ello
antes	antes
bien	bien
le	le
pesara	pesará
d	de
elho	ello
porque	porque
busca	busca
su	su
mal	mal
al	al
capitan	capitán
que	que
me	me
aga	haga
merse	merced
de	de
benir	venir
por	por
aca	acá
i	y
si	si
ubiere	hubiere
ocasion	ocasión
de	de
buscar	buscar
media	media
dozena	docena
de	de
reales	reales
me	me
aga	haga
mersed	merced
i	y
con	con
esto	esto
a	a
dios	dios
escribo	escribo
a	a
vmd	vm
otra	otra
como	como
vmd	vm
bera	verá
i	y
no	no
trato	trato
en	en
ella	ella
de	de
algunas	algunas
cosas	cosas
por	por
lo	lo
q	que
refiero	refiero
vmd	vm
que	que
es	es
si	si
el	el
sr	señor
don	don
ju	juan
gustare	gustare
de	de
enbiarla	enviarla
al	al
consego	consejo
no	no
aia	haya
en	en
ella	ella
cosa	cosa
que	que
le	le
pueda	pueda
enbarazar	embarazar
ai	ahí
remito	remito
a	a
vmd	vm
respuesta	respuesta
de	de
la	la
carta	carta
que	que
escribio	escribió
a	a
mi	mi
prima	prima
en	en
quanto	cuanto
lo	lo
que	que
vmd	vm
me	me
dise	dice
de	de
la	la
mesa	mesa
bendala	véndala
vmd	vm
por	por
lo	lo
que	que
quisiere	quisiere
y	y
remitame	remítame
vmd	vm
luego	luego
al	al
punto	punto
lo	lo
que	que
dieren	dieren
por	por
ella	ella
q	que
aunq	aunque
es	es
una	una
cosa	cosa
tan	tan
tenua	tenue
no	no
ara	hará
daños	daños
de	de
ropa	ropa
blanca	blanca
me	me
alle	hallé
mal	mal
parado	parado
y	y
asi	así
vmd	vm
haga	haga
con	con
el	el
sr	señor
adelantado	adelantado
me	me
mande	mande
haser	hacer
alguna	alguna
y	y
si	si
no	no
gustare	gustare
de	de
aserlo	hacerlo
puede	puede
vmd	vm
con	con
lo	lo
que	que
dieren	dieren
por	por
la	la
mesa	mesa
conbertirlo	convertirlo
en	en
eso	eso
y	y
que	que
ssea	sea
mui	muy
buena	buena
q	que
vmd	vm
teniendo	teniendo
las	las
monjas	monjas
de	de
su	su
pare	parte
y	y
monjas	monjas
q	que
lo	lo
son	son
tan	tan
de	de
la	la
mia	mía
no	no
dudo	dudo
de	de
que	que
bendra	vendrá
mui	muy
buena	buena
camisas	camisas
de	de
canbrai	cambray
i	y
aga	haga
vmd	vm
buscar	buscar
mui	muy
buenas	buenas
puntas	puntas
i	y
grandes	grandes
para	para
las	las
balonas	valonas
d	de
ellas	ellas
i	y
para	para
las	las
bueltas	vueltas
y	y
que	que
las	las
bueltas	vueltas
sean	sean
sin	sin
lienço	lienzo
sino	sino
de	de
las	las
puntas	puntas
solas	solas
aga	haga
vmd	vm
q	que
lleben	lleven
esa	esa
carta	carta
a	a
ju	juan
de	de
cea	cea
que	que
en	en
ella	ella
le	le
doi	doy
a	a
ntender	entender
quien	quién
es	es
pero	pero
poco	poco
ai	hay
que	que
dar	dar
a	a
ntender	entender
en	en
eso	eso
quando	cuando
sus	sus
obras	obras
lo	lo
disen	dicen
al	al
fin	fin
cada	cada
qual	cual
no	no
puede	puede
dar	dar
mas	más
que	que
aquello	aquello
q	que
tiene	tiene
y	y
el	él
es	es
tal	tal
ni	ni
aun	aun
contigo	contigo
mismo	mismo
obra	obra
bien	bien
pues	pues
no	no
sabe	sabe
entenderse	entenderse
ni	ni
conose	conoce
q	que
soi	soy
dueño	dueño
de	de
esta	esta
hasienda	hacienda
pero	pero
algun	algún
dia	día
i	y
no	no
mui	muy
tarde	tarde
llegara	llegará
al	al
conosimiento	conocimiento
i	y
ze	se
a	ha
de	de
arepentir	arrepentir
de	de
mas	más
de	de
quatro	cuatro
cosas	cosas
degelo	déjelo
vmd	vm
que	que
obre	obre
como	como
quisiere	quisiere
q	que
algun	algún
dia	día
lo	lo
mi	mi
prima	prima
me	me
tiene	tiene
con	con
quidado	cuidado
pues	pues
tiene	tiene
un	un
asidente	accidente
de	de
dolor	dolor
de	de
cabesa	cabeza
quiera	quiera
dios	dios
no	no
sea	sea
de	de
aqllo	aquello
que	que
yo	yo
le	le
desseo	deseo
yo	yo
tanbien	también
no	no
e	he
stado	estado
bueno	bueno
mas	mas
no	no
se	se
amire	admire
vmd	vm
de	de
esto	esto
pues	pues
sabe	sabe
aquel	aquel
adagio	adagio
bulgar	vulgar
que	que
dise	dice
q	que
es	es
cosa	cosa
para	para
morir	morir
a	a
sperar	esperar
i	y
no	no
benir	venir
i	y
mas	más
quando	cuando
lo	lo
que	que
se	se
espera	espera
es	es
tal	tal
en	en
fin	fin
el	el
sr	señor
don	don
ju	juan
no	no
quiere	quiere
mandar	mandar
se	se
me	me
remita	remita
el	el
bestido	vestido
ni	ni
las	las
libreas	libreas
ya	ya
beo	veo
que	que
no	no
lo	lo
hara	hará
su	su
sa	señoría
por	por
no	no
enbiarlo	enviarlo
sino	sino
por	por
lo	lo
q	que
diran	dirán
pero	pero
eso	eso
era	era
fasil	fácil
escusarlo	excusarlo
con	con
enbiarlo	enviarlo
con	con
un	un
criado	criado
de	de
secreto	secreto
i	y
que	que
saliese	saliese
de	de
noche	noche
de	de
esa	esa
ciudad	ciudad
quando	cuando
nadie	nadie
le	le
pudiese	pudiese
ber	ver
i	y
de	de
esta	esta
forma	forma
me	me
asia	hacía
a	a
mi	mí
merced	merced
i	y
escusar	excusar
el	el
q	que
digesen	dijesen
yo	yo
no	no
me	me
atrebo	atrevo
a	a
scribirle	escribirle
a	a
su	su
señoria	señoría
porq	porque
le	le
gusgo	juzgo
enogado	enojado
pues	pues
no	no
me	me
a	ha
respondido	respondido
a	a
dos	dos
q	que
e	he
scrito	escrito
ya	ya
beo	veo
q	que
estoi	estoy
