TRAIN,LABELS
que,que
vramrd,vm
dize,dice
yo,yo
lo,lo
ro,recibo
como,como
de,de
oro,oro
aunque,aunque
en,en
parte,parte
tira,tira
mas,más
la,la
varra,barra
de,de
lo,lo
que,que
ay,hay
hagole,hágole
saver,saber
que,que
yo,yo
no,no
me,me
envisto,envisto
con,con
las,las
banas,vanas
glorias,glorias
syno,sino
con,con
mucho,mucho
trabajo,trabajo
de,de
mi,mi
cuerpo,cuerpo
mas,mas
como,como
arriba,arriba
digo,digo
yo,yo
conozco,conozco
que,que
en,en
todo,todo
me,me
haze,hace
mrd,merced
y,y
ay,hay
rrazon,razón
por,por
donde,donde
tenga,tenga
tanta,tanta
obligaçion,obligación
que,que
tengo,tengo
de,de
obedeçer,obedecer
a,a
todo,todo
lo,lo
que,que
dixiere,dijiere
como,como
a,a
señor,señor
pues,pues
por,por
sus,sus
dineros,dineros
me,me
tiene,tiene
conprado,comprado
que,que
en,en
tales,tales
tienpos,tiempos
de,de
necysidad,necesidad
se,se
conoçen,conocen
los,los
honbres,hombres
lo,lo
que,que
tiene,tiene
el,el
uno,uno
del,del
otro,otro
mayormente,mayormente
q,que
a,a
mi,mí
me,me
obliga,obliga
por,por
dos,dos
vezes,veces
que,que
sin,sin
mas,más
conoçer,conocer
ha,ha
hecho,hecho
tanto,tanto
por,por
mi,mí
plegua,plega
a,a
dios,dios
se,se
ofresca,ofrezca
tienpo,tiempo
que,que
yo,yo
pueda,pueda
servir,servir
en,en
quanto,cuanto
a,a
lo,lo
que,que
sale,sale
de,de
las,las
varreras,barreras
que,que
dize,dice
que,que
hara,hará
y,y
conteçira,acontecerá
si,si
no,no
me,me
quito,quito
d,de
esta,esta
gente,gente
de,de
lojau,lojau
y,y
de,de
lo,lo
demas,demás
de,de
françia,francia
a,a
esto,esto
digo,digo
que,que
sere,seré
mal,mal
criado,criado
que,que
en,en
todo,todo
tienpo,tiempo
me,me
hallara,hallará
lores,lores
a,a
dios,dios
tan,tan
sano,sano
por,por
donde,donde
no,no
abre,habré
neçesidad,necesidad
que,que
aya,haya
medianeros,medianeros
que,que
nadi,nadie
hable,hable
ni,ni
entienda,entienda
pa,para
cobrar,cobrar
su,su
hazienda,hacienda
pues,pues
en,en
las,las
cuentas,cuentas
de,de
entre,entre
vramd,vm
e,y
mi,mí
tanpoco,tampoco
abra,habrá
traviesa,traviesa
en,en
nyngua,ninguna
cosa,cosa
mas,más
que,que
hasta,hasta
oy,hoy
dia,día
y,y
con,con
otros,otros
he,he
tobido,tovido
quentas,cuentas
por,por
ende,ende
con,con
pagarle,pagarle
a,a
vramrd,vm
lo,lo
suio,suyo
no,no
tendra,tendrá
neçesidad,necesidad
de,de
nyngun,ningún
fisigo,físico
se,se
me,me
entre,entre
ver,ver
el,el
pulso,pulso
lores,lores
a,a
dios,dios
pagandole,pagándole
a,a
vramd,vm
mi,mi
braço,brazo
quedara,quedará
sano,sano
por,por
ende,ende
por,por
mi,mí
lores,lores
a,a
dios,dios
bien,bien
puede,puede
dormir,dormir
a,a
buen,buen
sueño,sueño
vm,vm
perdone,perdone
mi,mi
atrebimiento,atrevimiento
y,y
no,no
me,me
tome,tome
a,a
fin,fin
de,de
yngrato,ingrato
que,que
no,no
escrivo,escribo
por,por
mas,más
de,de
coan,cuán
poco,poco
tiene,tiene
neçesidad,necesidad
que,que
nadi,nadie
entienda,entienda
sobre,sobre
vramd,vm
y,y
mi,mí
ni,ni
ha,ha
de,de
entender,entender
si,si
plaze,place
a,a
dios,dios
veo,veo
por,por
la,la
cuenta,cuenta
d,de
esta,esta
su,su
carta,carta
ha,ha
tomado,tomado
sobre,sobre
mi,mí
4800,4800
y,y
tantos,tantos
dus,ducados
a,a
pagar,pagar
esta,esta
fa,feria
los,los
quales,cuales
se,se
pagaran,pagarán
con,con
mucho,mucho
onor,honor
veo,veo
me,me
dize,dice
me,me
ynbiara,enviará
credito,crédito
de,de
1000,1000
dus,ducados
para,para
esta,esta
feria,feria
en,en
diego,diego
de,de
carrion,carrión
de,de
que,que
le,le
beso,beso
las,las
manos,manos
que,que
a,a
no,no
menester,menester
me,me
da,da
tanto,tanto
descanso,descanso
que,que
la,la
fa,feria
nos,nos
dira,dirá
si,si
los,los
abre,habré
menester,menester
o,o
no,no
hagole,hágole
saver,saber
que,que
segund,según
me,me
quedo,quedo
tan,tan
cansado,cansado
d,de
esta,esta
su,su
carta,carta
que,que
yo,yo
trabajare,trabajaré
tanto,tanto
de,de
aqui,aquí
a,a
fa,feria
de,de
maio,mayo
que,que
vm,vm
no,no
tomara,tomará
pena,pena
de,de
pagar,pagar
leta,letra
por,por
mi,mí
por,por
ende,ende
vm,vm
puede,puede
tomar,tomar
plazer,placer
que,que
yo,yo
hare,haré
todo,todo
lo,lo
que,que
vramd,vm
me,me
sve,escribe
la,la
memoa,memoria
que,que
le,le
ynvie,envié
pa,para
esta,esta
fa,feria
de,de
setie,septiembre
dize,dice
vramd,vm
que,que
trabajara,trabajará
de,de
conplir,cumplir
asi,así
le,le
suplico,suplico
q,que
no,no
falte,falte
nyngun,ningún
sortimio,surtimiento
de,de
lo,lo
que,que
le,le
ynbio,envío
a,a
pedir,pedir
ya,ya
save,sabe
que,que
esta,esta
merçeria,mercería
a,a
faltar,faltar
una,una
cosa,cosa
nos,nos
haze,hace
mucha,mucha
falta,falta
que,que
no,no
es,es
como,como
otras,otras
mercaderias,mercaderías
pa,para
esta,ésta
de,de
nabidad,navidad
no,no
le,le
ynvio,envío
memoa,memoria
hasta,hasta
ver,ver
el,el
fin,fin
de,de
la,la
fa,feria
que,qué
despacho,despacho
abremos,habremos
hagole,hágole
saver,saber
que,que
ninguo,ninguno
de,de
cordoba,córdoba
ni,ni
de,de
andaluzia,andalucía
no,no
conpran,compran
en,en
esta,esta
feria,feria
solo,sólo
un,un
real,real
de,de
merçerias,mercerías
ni,ni
de,de
otra,otra
cosa,cosa
q,que
sea,sea
de,de
flandes,flandes
que,que
dizen,dicen
que,que
en,en
caliz,cádiz
allan,hallan
las,las
mercaderias,mercaderías
menos,menos
que,que
aqui,aquí
con,con
200,200
r,maravedís
por,por
libra,libra
donde,donde
la,la
cabsa,causa
no,no
se,se
despachara,despachará
tanto,tanto
como,como
solia,solía
la,la
rropa,ropa
d,de
esta,esta
fa,feria
de,de
setie,septiembre
cremos,creemos
que,que
no,no
alcançara,alcanzará
para,para
esta,esta
feria,feria
segun,según
haze,hace
el,el
tienpo,tiempo
aqui,aquí
a,a
la,la
mayor,mayor
parte,parte
que,que
tiene,tiene
rropa,ropa
de,de
flandes,flandes
no,no
les,les
pena,pena
mucho,mucho
porque,porque
no,no
vengan,vengan
segund,según
del,del
poco,poco
despacho,despacho
q,que
ay,hay
hasta,hasta
agora,ahora
con,con
tanto,tanto
otro,otro
no,no
ay,hay
mas,más
que,que
dezir,decir
a,a
vramd,vm
y,y
asi,así
çeso,ceso
quedando,quedando
rogando,rogando
a,a
dios,dios
goarde,guarde
y,y
prospere,prospere
su,su
noble,noble
persona,persona
y,y
asi,así
xpo,xpo
sea,sea
con,con
todos,todos
sera,señora
y,y
herna,hermana
madre,madre
de,de
mis,mis
hijos,hijos
mas,más
ha,ha
de,de
tres,tres
años,años
q,que
no,no
he,he
visto,visto
carta,carta
vra,vuestra
no,no
se,sé
qu,qué
es,es
la,la
causa,causa
si,si
lo,lo
causays,causáis
bos,vos
con,con
mi,mi
bentura,ventura
pidos,pídoos
por,por
md,merced
que,que
si,si
ast,hasta
aqui,aquí
a,ha
vido,habido
descuydo,descuido
que,que
de,de
aqui,aquí
adelante,adelante
no,no
le,le
aya,haya
prq,porque
aunque,aunque
mi,mi
yda,ida
aya,haya
de,de
ser,ser
brebe,breve
mucho,mucho
querria,querría
topar,topar
con,con
tus,tus
ovras,obras
y,y
de,de
mis,mis
hermanos,hermanos
o,o
del,del
sor,señor
herdo,hernando
de,de
muçientes,mucientes
pues,pues
en,en
obras,obras
es,es
mi,mi
herno,hermano
aunque,aunque
podria,podría
ser,ser
q,que
quando,cuando
esta,ésta
llegase,llegase
llegase,llegase
yo,yo
con,con
el,el
ayuda,ayuda
de,de
dios,dios
porq,porque
yo,yo
no,no
estoy,estoy
aguardando,aguardando
sino,sino
de,de
ciertos,ciertos
dineros,dineros
q,que
me,me
deben,deben
en,en
chile,chile
saber,saber
si,si
me,me
los,los
traen,traen
o,o
ber,ver
respuesta,respuesta
d,de
ellos,ellos
porque,porque
ya,ya
yo,yo
no,no
ago,hago
otra,otra
cosa,cosa
sino,sino
comer,comer
de,de
lo,lo
ganado,ganado
pidos,pídoos
por,por
md,merced
que,que
de,de
todo,todo
lo,lo
q,que
he,he
enbiado,enviado
se,se
ponga,ponga
deligençia,diligencia
en,en
q,que
se,se
cobre,cobre
todo,todo
pues,pues
bes,ves
q,que
s,es
razon,razón
este,este
año,año
pasado,pasado
os,os
enbie,envié
con,con
serviçial,servicial
q,que
s,es
natural,natural
de,de
baldonquillo,valdunquillo
çiento,ciento
y,y
cinqta,cincuenta
pesos,pesos
en,en
y,y
con,con
esteban,esteban
de,de
vibar,vibar
una,una
barra,barra
de,de
plata,plata
q,que
balia,valía
çiento,ciento
y,y
quarenta,cuarenta
y,y
un,un
pesos,pesos
y,y
dos,dos
tomines,tomines
q,que
s,es
natural,natural
de,de
villabaruz,villabaruz
tambien,también
os,os
escribi,escribí
que,que
enbiaba,enviaba
otra,otra
barra,barra
con,con
luys,luis
de,de
soto,soto
esta,ésta
no,no
fue,fue
alla,allá
porq,porque
se,se
quedo,quedó
el,el
dho,dicho
luys,luis
de,de
soto,soto
en,en
lima,lima
yo,yo
la,la
cobrare,cobraré
acaagora,acáahora
enbio,envío
con,con
un,un
muy,muy
grande,grande
amigo,amigo
mio,mío
que,que
se,se
llama,llama
vartolome,bartolomé
de,de
naba,naba
una,una
varra,barra
de,de
ley,ley
de,de
que,que
vale,vale
doçientos,doscientos
y,y
diez,diez
pos,pesos
y,y
ducado,ducado
porque,porque
pesa,pesa
este,este
mso,mso
y,y
una,una
de,de
guete,huete
yo,yo
creo,creo
q,que
la,la
llevara,llevará
el,el
mesmo,mismo
si,si
el,él
fuere,fuere
alla,allá
pido,pido
por,por
md,merced
q,que
se,se
le,le
aga,haga
muy,muy
buen,buen
ospedaje,hospedaje
y,y
no,no
dexeis,dejéis
de,de
tomar,tomar
su,su
paresçer,parecer
porq,porque
s,es
onbre,hombre
de,de
bien,bien
tanbien,también
enbio,envío
con,con
antonio,antonio
de,de
la,la
quadra,cuadra
çinqta,cincuenta
pesos,pesos
pa,para
que,que
se,se
me,me
agan,hagan
unas,unas
puertas,puertas
y,y
un,un
arco,arco
de,de
canteria,cantería
a,a
esa,esa
puerta,puerta
de,de
la,la
huerta,huerta
y,y
sean,sean
antes,antes
grandes,grandes
q,que
no,no
pequeñas,pequeñas
por,por
amor,amor
del,del
entrar,entrar
de,de
la,la
carreta,carreta
y,y
alli,allí
por,por
donde,donde
pasan,pasan
los,los
roçes,roces
de,de
la,la
carreta,carreta
echen,echen
en,en
cada,cada
puerta,puerta
una,una
chapa,chapa
de,de
yerro,hierro
atrabesada,atravesada
que,que
tome,tome
toda,toda
la,la
puerta,puerta
de,de
mas,más
de,de
un,un
palmo,palmo
de,de
ancho,ancho
porque,porque
quando,cuando
entre,entre
la,la
carreta,carreta
aunq,aunque
tope,tope
el,el
eje,eje
no,no
aga,haga
daño,daño
a,a
las,las
puertas,puertas
y,y
si,si
mas,más
se,se
gastare,gastare
de,de
los,los
çinqta,cincuenta
pesos,pesos
poneldo,ponedlo
bos,vos
y,y
no,no
quede,quede
por,por
eso,eso
de,de
azello,hacerlo
muy,muy
bien,bien
hecho,hecho
y,y
anto,antonio
de,de
la,la
quadra,cuadra
es,es
mucho,mucho
mi,mi
señor,señor
y,y
amigo,amigo
el,él
entendera,entenderá
en,en
ello,ello
por,por
me,me
hazer,hacer
md,merced
myrad,mirad
sa,señora
que,que
en,en
todas,todas
mis,mis
cosas,cosas
entienda,entienda
el,el
sor,señor
herdo,hernando
de,de
muçientes,mucientes
porque,porque
me,me
guelgo,huelgo
mui,muy
d,de
ello,ello
en,en
lo,lo
que,que
toca,toca
al,al
sor,señor
santalejos,santalejos
donde,donde
bos,vos
señora,señora
estais,estáis
no,no
ay,hay
neçesidad,necesidad
de,de
escrebiros,escribiros
sobre,sobre
ello,ello
y,y
pues,pues
mi,mi
hyda,ida
a,ha
de,de
ser,ser
tan,tan
brebe,breve
yo,yo
espero,espero
en,en
dios,dios
de,de
gastar,gastar
en,en
esta,esta
su,su
casa,casa
parte,parte
de,de
lo,lo
que,que
llebare,llevare
no,no
escribo,escribo
que,que
se,se
aga,haga
agora,ahora
nada,nada
en,en
ello,ello
porq,porque
pienso,pienso
de,de
azello,hacerlo
todo,todo
de,de
nuebo,nuevo
a,a
mi,mi
sa,señora
doña,doña
ysabel,isabel
de,de
çelada,celada
no,no
escribo,escribo
sino,sino
que,que
supco,suplico
a,a
su,su
md,merced
q,que
aya,haya
esta,ésta
por,por
suya,suya
y,y
que,que
esa,esa
niña,niña
la,la
tenga,tenga
de,de
su,su
mano,mano
por,por
amor,amor
de,de
dios,dios
asta,hasta
que,que
yo,yo
baya,vaya
que,que
si,si
dios,dios
fuere,fuere
servido,servido
yo,yo
yre,iré
a,a
servir,servir
a,a
su,su
md,merced
en,en
lo,lo
q,que
me,me
quisiere,quisiere
mandar,mandar
a,a
mi,mi
sa,señora
herna,hermana
ma,maría
sanches,sánchez
de,dé
mis,mis
encomiendas,encomiendas
y,y
que,que
mire,mire
mucho,mucho
por,por
mi,mi
hija,hija
q,que
cuando,cuando
yo,yo
baya,vaya
con,con
el,el
ayuda,ayuda
de,de
dios,dios
lo,lo
serbire,serviré
yo,yo
a,a
las,las
señoras,señoras
mis,mis
hermanas,hermanas
y,y
vras,vuestras
dad,dad
mis,mis
encomiendas,encomiendas
y,y
que,que
me,me
encomiendo,encomiendo
en,en
sus,sus
coraçones,corazones
y,y
a,a
mi,mi
buen,buen
amigo,amigo
herdo,hernando
de,de
uçeda,uceda
y,y
su,su
muger,mujer
veso,beso
las,las
manos,manos
y,y
que,que
ayan,hayan
esta,ésta
por,por
suya,suya
a,a
todos,todos
mis,mis
señores,señores
y,y
amigos,amigos
veso,beso
las,las
manos,manos
y,y
que,que
me,me
perdonen,perdonen
porq,porque
no,no
les,les
escribo,escribo
p,por
vra,vuestra
fe,fe
sa,señora
tengais,tengáis
espeçial,especial
cuydado,cuidado
con,con
vros,vuestros
hijos,hijos
espeçialmente,especialmente
con,con
mi,mi
hija,hija
sabina,sabina
q,que
si,si
fuere,fuere
posible,posible
no,no
quiero,quiero
q,que
la,la
bea,vea
el,el
sol,sol
quanto,cuanto
mas,más
las,las
gentes,gentes
y,y
d,de
esta,esta
manera,manera
aca,acá
y,y
alla,allá
me,me
dareis,daréis
mucho,mucho
descanso,descanso
q,que
yo,yo
os,os
doy,doy
mi,mi
fe,fe
que,que
si,si
no,no
fuera,fuera
pr,por
ellos,ellos
que,que
me,me
obiera,hubiera
hido,ido
muchos,muchos
años,años
ha,ha
y,y
pues,pues
beis,veis
sa,señora
que,que
ay,hay
tanta,tanta
razon,razón
de,de
myrar,mirar
por,por
mi,mi
honrra,honra
no,no
quiero,quiero
ser,ser
mas,más
ynportuno,importuno
sino,sino
que,que
quedo,quedo
rogando,rogando
a,a
dios,dios
que,que
a,a
todos,todos
nos,nos
tenga,tenga
de,de
su,su
mano,mano
y,y
me,me
los,los
deje,deje
ver,ver
con,con
salud,salud
como,como
yo,yo
deseo,deseo
e,etc
en,en
este,este
asiento,asiento
de,de
potosi,potosí
dia,día
de,de
san,san
juan,juan
y,y
aqui,aquí
vereis,veréis
sa,señora
lo,lo
q,que
os,os
quiero,quiero
a,a
vos,vos
y,y
a,a
mis,mis
hijos,hijos
que,que
otros,otros
ban,van
a,a
toros,toros
y,y
juegos,juegos
de,de
cañas,cañas
yo,yo
no,no
paso,paso
tienpo,tiempo
ni,ni
me,me
desbelo,desvelo
en,en
otra,otra
cosa,cosa
sino,sino
en,en
acordarme,acordarme
de,de
bos,vos
y,y
ellos,ellos
y,y
en,en
escribiros,escribiros
año,año
de,de
mill,mil
y,y
quios,quinientos
y,y
cinqta,cincuenta
y,y
un,un
aos,años
a,a
lo,lo
qe,que
señora,señora
me,me
qiseredes,quisiéredes
mandar,mandar
buestro,vuestro
propio,propio
marido,marido
qe,que
mas,más
qe,que
asi,así
os,os
qire,quiere
y,y
ama,ama
juan,juan
prieto,prieto
sa,señora
las,las
tapias,tapias
que,que
hecharon,echaron
en,en
la,la
guerta,huerta
sean,sean
yguales,iguales
y,y
muy,muy
buenas,buenas
y,y
anchas,anchas
y,y
no,no
aya,haya
un,un
portillo,portillo
en,en
toda,toda
ella,ella
sino,sino
cercada,cercada
de,de
dos,dos
tapias,tapias
en,en
alto,alto
y,y
echen,echen
muchos,muchos
enjertos,enjertos
y,y
pongan,pongan
muchos,muchos
arboles,árboles
y,y
el,el
corral,corral
de,de
los,los
conejos,conejos
si,si
no,no
obiere,hubiere
muchos,muchos
conprense,cómprense
y,y
echense,échense
dentro,dentro
y,y
lo,lo
mesmo,mismo
se,se
aga,haga
en,en
lo,lo
de,de
las,las
palomas,palomas
porq,porque
hemos,hemos
de,de
yr,ir
muchos,muchos
señores,señores
y,y
amigos,amigos
mios,míos
juntos,juntos
a,a
esa,esa
casa,casa
cuando,cuando
vaya,vaya
los,los
qles,cuales
son,son
estos,estos
po,pedro
de,de
azebedo,acebedo
q,que
hera,era
reçetor,receptor
en,en
chancelleria,chancillería
y,y
po,pedro
de,de
la,la
torre,torre
hijo,hijo
de,de
luys,luis
de,de
la,la
torre,torre
mercader,mercader
y,y
ju,juan
de,de
leon,león
hijo,hijo
de,de
la,la
vitoria,vitoria
alacalde,alacalde
de,de
olleros,olleros
y,y
franco,francisco
de,de
la,la
serna,serna
mercader,mercader
y,y
ruyz,ruiz
el,el
casado,casado
q,que
mora,mora
su,su
muger,mujer
y,y
ju,juan
de,de
encos,encos
y,y
otros,otros
muchos,muchos
señores,señores
q,que
vos,vos
sa,señora
no,no
conosceis,conocéis
algunos,algunos
debdos,deudos
d,de
estos,estos
señores,señores
no,no
dejeis,dejéis
de,de
abisallos,avisarlos
como,cómo
van,van
muy,muy
magco,magnífico
sor,señor
mi,mi
enbarcacion,embarcación
se,se
me,me
acerca,acerca
q,que
sera,será
para,para
todo,todo
enero,enero
de,de
cuya,cuya
causa,causa
enbio,envío
a,a
antonyo,antonio
de,de
quebedo,quevedo
al,al
cuzco,cuzco
a,a
vender,vender
cosas,cosas
y,y
a,a
charcas,charcas
a,a
traer,traer
lo,lo
q,que
se,se
pudiere,pudiere
de,de
los,los
yndios,indios
de,de
don,don
pedro,pedro
de,de
cordoba,córdoba
e,y
a,ha
de,de
pasar,pasar
por,por
esa,esa
çibdad,ciudad
y,y
pues,pues
la,la
jornada,jornada
es,es
forçosa,forzosa
supco,suplico
a,a
vm,vm
me,me
ayude,ayude
con,con
lo,lo
q,que
podiere,pudiere
liberalmente,liberalmente
pues,pues
no,no
es,es
tienpo,tiempo
ny,ni
coyuntura,coyuntura
para,para
lo,lo
dejar,dejar
de,de
hazer,hacer
porq,porque
me,me
toca,toca
en,en
honrra,honra
y,y
hazienda,hacienda
y,y
plaziendo,placiendo
a,a
dios,dios
en,en
brebe,breve
tienpo,tiempo
se,se
rreparara,reparará
todo,todo
y,y
en,en
la,la
brebedad,brevedad
consiste,consiste
my,mi
negoçio,negocio
por,por
no,no
perder,perder
tienpo,tiempo
y,y
si,si
en,en
lo,lo
de,de
españa,españa
se,se
pudiere,pudiere
librar,librar
alguna,alguna
rrenta,renta
se,se
haga,haga
y,y
enbie,envíe
la,la
escriptura,escritura
y,y
si,si
se,se
me,me
pudiere,pudiere
prestar,prestar
algo,algo
tanbien,también
se,se
haga,haga
aunq,aunque
sea,sea
pa,para
hecharlo,echarlo
en,en
la,la
mar,mar
q,que
ha,ha
perdido,perdido
q,que
lo,lo
de,de
agora,ahora
quanto,cuanto
mas,más
q,que
ay,ahí
se,se
lo,lo
cobrara,cobrará
a,a
my,mí
me,me
era,era
buena,buena
obra,obra
y,y
aunq,aunque
sea,sea
en,en
camysa,camisa
tengo,tengo
de,de
yr,ir
a,a
dar,dar
fin,fin
en,en
mys,mis
cosas,cosas
y,y
por,por
dios,dios
q,que
yo,yo
tenya,tenía
creydo,creído
q,que
aunque,aunque
no,no
tubiera,tuviera
mas,más
del,del
resuello,resuello
de,de
vm,vm
pudiera,pudiera
yr,ir
descansadamente,descansadamente
pero,pero
muy,muy
mohino,mohíno
estoy,estoy
d,de
tal,tal
q,que
tanbien,también
parece,parece
y,y
desgraçias,desgracias
de,de
perdidas,pérdidas
pa,para
q,que
flete,flete
pa,para
my,mí
en,en
la,la
perpetuydad,perpetuidad
se,se
entiende,entiende
y,y
tiene,tiene
pro,pro
y,y
contra,contra
no,no
se,sé
en,en
q,qué
parara,parará
q,que
yo,yo
lo,lo
tengo,tengo
por,por
muy,muy
dificultoso,dificultoso
negoçio,negocio
este,éste
para,para
cumplyrse,cumplirse
tan,tan
brebe,breve
siendo,siendo
de,de
tanta,tanta
ynportançia,importancia
qualidad,cualidad
entidad,entidad
y,y
de,de
tantos,tantos
termynos,términos
y,y
consideraçiones,consideraciones
q,que
myran,miran
para,para
se,se
cumplir,cumplir
tierra,tierra
lo,lo
querran,querrán
degraciar,degraciar
y,y
en,en
azerle,hacerle
servyo,servicio
q,que
pudiere,pudiere
y,y
la,la
parte,parte
q,que
se,se
le,le
pague,pague
bien,bien
y,y
de,de
manera,manera
q,que
no,no
se,sé
yo,yo
quando,cuándo
se,se
podra,podrá
sacar,sacar
tanta,tanta
plata,plata
ny,ni
oro,oro
dios,dios
lo,lo
pbea,provea
todo,todo
como,como
mas,más
conbenga,convenga
a,a
su,su
svio,servicio
en,en
todo,todo
me,me
remyto,remito
a,a
antonyo,antonio
de,de
qbedo,quevedo
de,de
los,los
reyes,reyes
a,a
xxx,30
de,de
set,septiembre
de,de
1561,1561
beso,beso
las,las
manos,manos
de,de
vm,vm
su,su
svid,servidor
avendaño,avendaño
el,el
padre,padre
fray,fray
domyngo,domingo
sera,será
aquy,aquí
dentro,dentro
de,de
xv,15
dias,días
trae,trae
xxx,30
frayles,frailes
los,los
demas,demás
con,con
p,poder
de,de
xlvii,47
q,que
traya,traía
enbio,envió
a,a
y,y
a,a
camora,zamora
casmyento,casamiento
esta,está
cconcertado,concertado
entre,entre
doña,doña
jacoba,jacoba
y,y
melchor,melchor
basqz,vázquez
y,y
estan,están
hechas,hechas
escripturas,escrituras
muy,muy
deseados,deseados
señores,señores
hros,hermanos
la,la
gra,gracia
y,y
amor,amor
de,de
jhuo,jesucristo
sea,sea
sienpe,siempre
en,en
vras,vuestras
anymas,ánimas
a,a
medio,medio
y,y
dia,día
de,de
la,la
fecha,fecha
q,que
se,se
contara,contará
veyte,veinte
y,y
siete,siete
de,de
otubre,octubre
de,de
dlii,552
años,años
a,ha
catorce,catorce
años,años
q,que
estoy,estoy
en,en
esta,esta
trra,tierra
de,de
indias,indias
y,y
lo,lo
mas,más
he,he
resedido,residido
en,en
esta,esta
terra,tierra
de,de
y,y
pobinçia,provincia
de,de
chile,chile
y,y
e,he
escrito,escrito
qtro,cuatro
o,o
cyco,cinco
vezes,veces
cartas,cartas
y,y
enbiado,enviado
dineros,dineros
y,y
de,de
nynguna,ninguna
he,he
reçebido,recibido
respuesta,respuesta
no,no
se,sé
que,qué
la,la
cbsa,causa
si,si
soys,sois
muertos,muertos
con,con
a,a
ma,medina
del,del
campo,campo
ynbie,envié
docçientos,doscientos
castellanos,castellanos
no,no
se,sé
si,si
os,os
los,los
diero,dieron
con,con
un,un
caballero,caballero
de,de
cordoba,córdoba
muy,muy
nobrado,nombrado
enbie,envié
agora,ahora
tres,tres
myll,mil
castellanos,castellanos
q,que
se,se
llama,llama
alonso,alonso
de,de
aguylera,aguilera
ijo,hijo
de,de
confesio,confesión
no,no
se,sé
si,si
os,os
los,los
dio,dio
y,y
me,me
hizo,hizo
juramento,juramento
q,que
el,él
mysmo,mismo
os,os
los,los
reparterya,repartiría
a,a
todos,todos
porq,porque
ansi,así
se,se
lo,lo
supliq,supliqué
y,y
si,si
no,no
cobraldos,cobradlos
q,que
bien,bien
tengo,tengo
creydo,creído
los,los
dara,dará
luego,luego
y,y
no,no
oso,oso
inbiar,enviar
nyngu,ningún
oro,oro
porq,porque
no,no
ay,hay
de,de
quyen,quién
se,se
fie,fíe
honbre,hombre
en,en
este,este
año,año
pense,pensé
yrme,irme
y,y
por,por
no,no
cumplir,cumplir
comygo,conmigo
un,un
cavallero,caballero
q,que
me,me
debe,debe
tres,tres
myl,mil
castellanos,castellanos
no,no
me,me
voy,voy
y,y
plaçiendo,placiendo
a,a
nro,nuestro
señor,señor
me,me
yre,iré
estotro,estotro
si,si
dios,dios
es,es
svido,servido
estoy,estoy
siempe,siempre
enfermo,enfermo
y,y
mucho,mucho
me,me
holgara,holgara
q,que
venyera,viniera
alguno,alguno
de,de
bossotros,vosotros
por,por
my,mí
porq,porque
ya,ya
q,que
dios,dios
me,me
lleve,lleve
d,de
esta,esta
pesente,presente
vida,vida
llevareys,llevaréis
seys,seis
myl,mil
ducados,ducados
q,que
dios,dios
me,me
ha,ha
dado,dado
y,y
no,no
venyendo,viniendo
podrya,podría
